"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical"
"https://www.bettersleep.com/gift/","1","NOINDEX","","","https://www.bettersleep.com/gift/",""
"https://my.bettersleep.com/redirect/signin","1","noindex","","","",""
"https://my.bettersleep.com/sounds","1","noindex","","","",""
"https://my.bettersleep.com/redirect/register","1","noindex","","","",""
"https://my.bettersleep.com/redeem","1","noindex","","","",""
"https://www.bettersleep.com/cdn-cgi/l/email-protection","1","noindex, nofollow","","","",""
"https://my.bettersleep.com/meditations/sosdestress/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/gratitudesingle/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/glowingcompassion/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/whisperedsecretgarden/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/sohum/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/tinnitusreliefsinglesa/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/stressandanxietyb/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/meditationfortrauma/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/meditationforchange/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/lovingkindnesssingle/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/relaxingvisualization/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/healinggrief/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/tropicalmoonlight/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/gettingsleepquicker/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/japanesemoonbreathing/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/sleepintocreativity/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/bodyscanbedtime/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/easingmindawareness/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/innervoyage/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/sleeptherapydeepcalm/play","1","noindex","","","",""
"https://my.bettersleep.com/gift","1","noindex","","","",""
"https://www.bettersleep.com/fr/cadeau/","1","NOINDEX","","","https://www.bettersleep.com/fr/cadeau/",""
"https://my.bettersleep.com/signin","1","noindex","","","",""
"https://my.bettersleep.com/","1","noindex","","","",""
"https://my.bettersleep.com/bedtimestories/atriptosrilanka/play","1","noindex","","","",""
"https://my.bettersleep.com/bedtimestories/mirabellethemermaid/play","1","noindex","","","",""
"https://my.bettersleep.com/bedtimestories/tuscanysecretcastle/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations/bathtimerelaxationritual/play","1","noindex","","","",""
"https://my.bettersleep.com/meditations","1","noindex","","","",""
"https://my.bettersleep.com/bedtimestories/dreamerchronicles?utm_source=website&utm_medium=blog&utm_campaign=general","1","noindex","","","",""
"https://my.bettersleep.com/meditations/covidsomnia/play","1","noindex","","","",""
"https://my.bettersleep.com/onboarding/goals","1","noindex","","","",""
"https://my.bettersleep.com/embed?selection=Waterfall%2CChirp&volumes=0.8%2C0.81&sharerName=Relax+Melodies","1","noindex","","","",""
"https://my.bettersleep.com/meditations/mothersday/play","1","noindex","","","",""
"https://my.bettersleep.com/bedtimestories","1","noindex","","","",""
"https://my.bettersleep.com/music","1","noindex","","","",""
"https://my.bettersleep.com/?pid=rm_web&c=blog_insomnia-quotes&af_js_web=true","1","noindex","","","",""
"https://www.bettersleep.com/relaxmelodies.com/gift/","1","NOINDEX","","","https://www.bettersleep.com/gift/",""
