"Address","Status Code","Title 1","Indexability","Indexability Status","Clicks","Impressions","CTR","Position"
"https://www.columbusrecoverycenter.com/continuing-education/","200","Continuning Education Events & On-Demand Webinars | The Recovery Village Columbus","Non-Indexable","Canonicalised","0","24","0.000","38.250"
"https://www.columbusrecoverycenter.com/online-recovery-meetings/","200","Online Recovery Meetings - Columbus Recovery Center | Ohio Drug and Alcohol Rehab Facility","Non-Indexable","Canonicalised","0","3","0.000","10.670"
"https://www.columbusrecoverycenter.com/ohio-rehab/cincinnati","301","","Non-Indexable","Redirected","0","7233","0.000","43.990"
"https://www.columbusrecoverycenter.com/ohio-rehab/canton","301","","Non-Indexable","Redirected","1","1299","0.001","37.450"
"https://www.columbusrecoverycenter.com/ohio-rehab/toledo","301","","Non-Indexable","Redirected","0","1303","0.000","56.830"
"https://www.columbusrecoverycenter.com/ohio-rehab/cleveland","301","","Non-Indexable","Redirected","1","1361","0.001","57.540"
"https://www.columbusrecoverycenter.com/ohio-rehab/dayton","301","","Non-Indexable","Redirected","0","1608","0.000","51.420"
"https://www.columbusrecoverycenter.com/ohio-rehab","301","","Non-Indexable","Redirected","0","1069","0.000","16.050"
"https://www.columbusrecoverycenter.com/drugs/ecstasy-addiction/treatment-rehab","301","","Non-Indexable","Redirected","0","1349","0.000","62.750"
"https://www.columbusrecoverycenter.com/drugs/kratom-addiction/treatment-rehab","301","","Non-Indexable","Redirected","0","179","0.000","57.640"
"https://www.columbusrecoverycenter.com/drugs/percocet-addiction/treatment-rehab","301","","Non-Indexable","Redirected","0","274","0.000","72.290"
"https://www.columbusrecoverycenter.com/drugs/adderall-addiction/symptoms-side-effects","301","","Non-Indexable","Redirected","0","444","0.000","61.780"
"https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/overdose","301","","Non-Indexable","Redirected","0","5","0.000","63.400"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction/treatment-rehab","301","","Non-Indexable","Redirected","3","164","0.018","29.590"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction/symptoms-side-effects","301","","Non-Indexable","Redirected","120","6961","0.017","20.850"
"https://www.columbusrecoverycenter.com/resources/opioids-and-opiates-addiction-in-ohio/treatment-rehab/","301","","Non-Indexable","Redirected","0","8","0.000","5.130"
"https://www.columbusrecoverycenter.com/drugs/adderall-addiction","301","","Non-Indexable","Redirected","1","364","0.003","74.890"
"https://www.columbusrecoverycenter.com/drugs/meth-addiction","301","","Non-Indexable","Redirected","0","153","0.000","61.880"
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction","301","","Non-Indexable","Redirected","0","385","0.000","61.490"
"https://www.columbusrecoverycenter.com/drugs/hydrocodone-addiction","301","","Non-Indexable","Redirected","1","631","0.002","66.500"
"https://www.columbusrecoverycenter.com/drugs/percocet-addiction","301","","Non-Indexable","Redirected","0","211","0.000","70.080"
"https://www.columbusrecoverycenter.com/drugs/percocet-addiction/withdrawal-detox","301","","Non-Indexable","Redirected","0","438","0.000","65.360"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction/withdrawal-detox","301","","Non-Indexable","Redirected","4827","114319","0.042","9.830"
"https://www.columbusrecoverycenter.com/drugs/effexor-addiction","301","","Non-Indexable","Redirected","122","2871","0.043","26.770"
"https://www.columbusrecoverycenter.com/alcohol-addiction/withdrawal-detox","301","","Non-Indexable","Redirected","1","132","0.008","65.720"
"https://www.columbusrecoverycenter.com/blog/binge-drinking-brain/","404","","Non-Indexable","Client Error","0","13","0.000","79.540"
"https://www.columbusrecoverycenter.com/blog/binge-drinking-alcoholism/","404","","Non-Indexable","Client Error","0","2","0.000","94.000"
"https://www.columbusrecoverycenter.com/drugs/benzodiazepine-addiction","301","","Non-Indexable","Redirected","0","852","0.000","69.090"
"https://www.columbusrecoverycenter.com/alcohol-addiction","301","","Non-Indexable","Redirected","2","22","0.091","30.360"
